Student ID,Student Country,Question ID,Type of Answer,Question Level,Topic,Subtopic,Keywords
411,Portugal,335,0,Basic,Complex Numbers,Complex Numbers,Algebraic form Principal argument De Moivre formulas Polar representation Operations with complex numbers Modulus of a complex number Trigonometric form
411,Portugal,336,0,Basic,Complex Numbers,Complex Numbers,Conjugate number Real part Operations with complex numbers Modulus of a complex number Imaginary part
411,Portugal,336,0,Basic,Complex Numbers,Complex Numbers,Conjugate number Real part Operations with complex numbers Modulus of a complex number Imaginary part
128,Lithuania,337,0,Basic,Complex Numbers,Complex Numbers,Algebraic form Principal argument De Moivre formulas Polar representation Trigonometric form Operations with complex numbers Modulus of a complex number
128,Lithuania,337,0,Basic,Complex Numbers,Complex Numbers,Algebraic form Principal argument De Moivre formulas Polar representation Trigonometric form Operations with complex numbers Modulus of a complex number
80,Lithuania,337,0,Basic,Complex Numbers,Complex Numbers,Algebraic form Principal argument De Moivre formulas Polar representation Trigonometric form Operations with complex numbers Modulus of a complex number
80,Lithuania,337,0,Basic,Complex Numbers,Complex Numbers,Algebraic form Principal argument De Moivre formulas Polar representation Trigonometric form Operations with complex numbers Modulus of a complex number
90,Lithuania,338,0,Basic,Complex Numbers,Complex Numbers,Operations with complex numbers Modulus of a complex number Algebraic form Principal argument De Moivre formulas Polar representation Trigonometric form
90,Lithuania,338,0,Basic,Complex Numbers,Complex Numbers,Operations with complex numbers Modulus of a complex number Algebraic form Principal argument De Moivre formulas Polar representation Trigonometric form
72,Portugal,338,0,Basic,Complex Numbers,Complex Numbers,Operations with complex numbers Modulus of a complex number Algebraic form Principal argument De Moivre formulas Polar representation Trigonometric form
72,Portugal,338,0,Basic,Complex Numbers,Complex Numbers,Operations with complex numbers Modulus of a complex number Algebraic form Principal argument De Moivre formulas Polar representation Trigonometric form
175,Italy,339,1,Basic,Complex Numbers,Complex Numbers,Trigonometric form Operations with complex numbers Modulus of a complex number Algebraic form Principal argument De Moivre formulas Polar representation
175,Italy,339,1,Basic,Complex Numbers,Complex Numbers,Trigonometric form Operations with complex numbers Modulus of a complex number Algebraic form Principal argument De Moivre formulas Polar representation
175,Italy,339,1,Basic,Complex Numbers,Complex Numbers,Trigonometric form Operations with complex numbers Modulus of a complex number Algebraic form Principal argument De Moivre formulas Polar representation
175,Italy,339,1,Basic,Complex Numbers,Complex Numbers,Trigonometric form Operations with complex numbers Modulus of a complex number Algebraic form Principal argument De Moivre formulas Polar representation
37,Portugal,339,1,Basic,Complex Numbers,Complex Numbers,Trigonometric form Operations with complex numbers Modulus of a complex number Algebraic form Principal argument De Moivre formulas Polar representation
37,Portugal,339,1,Basic,Complex Numbers,Complex Numbers,Trigonometric form Operations with complex numbers Modulus of a complex number Algebraic form Principal argument De Moivre formulas Polar representation
128,Lithuania,341,0,Basic,Complex Numbers,Complex Numbers,Operations with complex numbers
128,Lithuania,341,0,Basic,Complex Numbers,Complex Numbers,Operations with complex numbers
128,Lithuania,341,0,Basic,Complex Numbers,Complex Numbers,Operations with complex numbers
411,Portugal,341,0,Basic,Complex Numbers,Complex Numbers,Operations with complex numbers
411,Portugal,341,0,Basic,Complex Numbers,Complex Numbers,Operations with complex numbers
411,Portugal,342,0,Basic,Complex Numbers,Complex Numbers,Trigonometric form Modulus of a complex number Algebraic form
411,Portugal,342,0,Basic,Complex Numbers,Complex Numbers,Trigonometric form Modulus of a complex number Algebraic form
91,Lithuania,345,1,Advanced,Complex Numbers,Complex Numbers,Polar representation Trigonometric form Modulus of a complex number Operations with complex numbers Algebraic form Principal argument De Moivre formulas
91,Lithuania,345,1,Advanced,Complex Numbers,Complex Numbers,Polar representation Trigonometric form Modulus of a complex number Operations with complex numbers Algebraic form Principal argument De Moivre formulas
91,Lithuania,345,1,Advanced,Complex Numbers,Complex Numbers,Polar representation Trigonometric form Modulus of a complex number Operations with complex numbers Algebraic form Principal argument De Moivre formulas
376,Portugal,345,1,Advanced,Complex Numbers,Complex Numbers,Polar representation Trigonometric form Modulus of a complex number Operations with complex numbers Algebraic form Principal argument De Moivre formulas
376,Portugal,345,1,Advanced,Complex Numbers,Complex Numbers,Polar representation Trigonometric form Modulus of a complex number Operations with complex numbers Algebraic form Principal argument De Moivre formulas
91,Lithuania,346,1,Advanced,Complex Numbers,Complex Numbers,Imaginary part Modulus of a complex number Operations with complex numbers Conjugate number Real part
91,Lithuania,346,1,Advanced,Complex Numbers,Complex Numbers,Imaginary part Modulus of a complex number Operations with complex numbers Conjugate number Real part
376,Portugal,346,0,Advanced,Complex Numbers,Complex Numbers,Imaginary part Modulus of a complex number Operations with complex numbers Conjugate number Real part
376,Portugal,346,0,Advanced,Complex Numbers,Complex Numbers,Imaginary part Modulus of a complex number Operations with complex numbers Conjugate number Real part
393,Lithuania,347,1,Advanced,Complex Numbers,Complex Numbers,Imaginary part Modulus of a complex number Operations with complex numbers Conjugate number Real part
393,Lithuania,347,1,Advanced,Complex Numbers,Complex Numbers,Imaginary part Modulus of a complex number Operations with complex numbers Conjugate number Real part
376,Portugal,347,0,Advanced,Complex Numbers,Complex Numbers,Imaginary part Modulus of a complex number Operations with complex numbers Conjugate number Real part
376,Portugal,347,0,Advanced,Complex Numbers,Complex Numbers,Imaginary part Modulus of a complex number Operations with complex numbers Conjugate number Real part
376,Portugal,347,0,Advanced,Complex Numbers,Complex Numbers,Imaginary part Modulus of a complex number Operations with complex numbers Conjugate number Real part
470,Portugal,347,1,Advanced,Complex Numbers,Complex Numbers,Imaginary part Modulus of a complex number Operations with complex numbers Conjugate number Real part
470,Portugal,347,1,Advanced,Complex Numbers,Complex Numbers,Imaginary part Modulus of a complex number Operations with complex numbers Conjugate number Real part
457,Portugal,348,1,Advanced,Complex Numbers,Complex Numbers,Imaginary part Complex plane  Real part
457,Portugal,348,1,Advanced,Complex Numbers,Complex Numbers,Imaginary part Complex plane  Real part
393,Lithuania,349,1,Advanced,Complex Numbers,Complex Numbers,Complex plane 
393,Lithuania,349,1,Advanced,Complex Numbers,Complex Numbers,Complex plane 
91,Lithuania,349,1,Advanced,Complex Numbers,Complex Numbers,Complex plane 
91,Lithuania,349,1,Advanced,Complex Numbers,Complex Numbers,Complex plane 
376,Portugal,350,0,Advanced,Complex Numbers,Complex Numbers,Complex plane 
376,Portugal,350,0,Advanced,Complex Numbers,Complex Numbers,Complex plane 
393,Lithuania,351,0,Advanced,Complex Numbers,Complex Numbers,Nth root Polar representation Imaginary part Complex plane  Operations with complex numbers Real part Principal argument De Moivre formulas
393,Lithuania,351,0,Advanced,Complex Numbers,Complex Numbers,Nth root Polar representation Imaginary part Complex plane  Operations with complex numbers Real part Principal argument De Moivre formulas
91,Lithuania,351,1,Advanced,Complex Numbers,Complex Numbers,Nth root Polar representation Imaginary part Complex plane  Operations with complex numbers Real part Principal argument De Moivre formulas
91,Lithuania,351,1,Advanced,Complex Numbers,Complex Numbers,Nth root Polar representation Imaginary part Complex plane  Operations with complex numbers Real part Principal argument De Moivre formulas
376,Portugal,351,1,Advanced,Complex Numbers,Complex Numbers,Nth root Polar representation Imaginary part Complex plane  Operations with complex numbers Real part Principal argument De Moivre formulas
376,Portugal,351,1,Advanced,Complex Numbers,Complex Numbers,Nth root Polar representation Imaginary part Complex plane  Operations with complex numbers Real part Principal argument De Moivre formulas
483,Portugal,352,0,Advanced,Complex Numbers,Complex Numbers,Conjugate number Operations with complex numbers
483,Portugal,352,0,Advanced,Complex Numbers,Complex Numbers,Conjugate number Operations with complex numbers
128,Lithuania,353,0,Basic,Complex Numbers,Complex Numbers,Nth root Polar representation Operations with complex numbers Principal argument De Moivre formulas
128,Lithuania,353,0,Basic,Complex Numbers,Complex Numbers,Nth root Polar representation Operations with complex numbers Principal argument De Moivre formulas
91,Lithuania,354,1,Advanced,Complex Numbers,Complex Numbers,Nth root Polar representation Operations with complex numbers Principal argument De Moivre formulas
91,Lithuania,354,1,Advanced,Complex Numbers,Complex Numbers,Nth root Polar representation Operations with complex numbers Principal argument De Moivre formulas
466,Portugal,354,0,Advanced,Complex Numbers,Complex Numbers,Nth root Polar representation Operations with complex numbers Principal argument De Moivre formulas
466,Portugal,354,0,Advanced,Complex Numbers,Complex Numbers,Nth root Polar representation Operations with complex numbers Principal argument De Moivre formulas
91,Lithuania,355,0,Advanced,Complex Numbers,Complex Numbers,Nth root Polar representation Operations with complex numbers Principal argument De Moivre formulas
91,Lithuania,355,0,Advanced,Complex Numbers,Complex Numbers,Nth root Polar representation Operations with complex numbers Principal argument De Moivre formulas
380,Portugal,355,0,Advanced,Complex Numbers,Complex Numbers,Nth root Polar representation Operations with complex numbers Principal argument De Moivre formulas
380,Portugal,355,0,Advanced,Complex Numbers,Complex Numbers,Nth root Polar representation Operations with complex numbers Principal argument De Moivre formulas
376,Portugal,355,1,Advanced,Complex Numbers,Complex Numbers,Nth root Polar representation Operations with complex numbers Principal argument De Moivre formulas
376,Portugal,355,1,Advanced,Complex Numbers,Complex Numbers,Nth root Polar representation Operations with complex numbers Principal argument De Moivre formulas
376,Portugal,356,0,Advanced,Complex Numbers,Complex Numbers,Operations with complex numbers
376,Portugal,356,0,Advanced,Complex Numbers,Complex Numbers,Operations with complex numbers
376,Portugal,356,0,Advanced,Complex Numbers,Complex Numbers,Operations with complex numbers
91,Lithuania,357,1,Advanced,Complex Numbers,Complex Numbers,Imaginary part Modulus of a complex number Algebraic form Conjugate number Real part Equations involving complex numbers
91,Lithuania,357,1,Advanced,Complex Numbers,Complex Numbers,Imaginary part Modulus of a complex number Algebraic form Conjugate number Real part Equations involving complex numbers
380,Portugal,357,0,Advanced,Complex Numbers,Complex Numbers,Imaginary part Modulus of a complex number Algebraic form Conjugate number Real part Equations involving complex numbers
380,Portugal,357,0,Advanced,Complex Numbers,Complex Numbers,Imaginary part Modulus of a complex number Algebraic form Conjugate number Real part Equations involving complex numbers
457,Portugal,357,1,Advanced,Complex Numbers,Complex Numbers,Imaginary part Modulus of a complex number Algebraic form Conjugate number Real part Equations involving complex numbers
457,Portugal,357,1,Advanced,Complex Numbers,Complex Numbers,Imaginary part Modulus of a complex number Algebraic form Conjugate number Real part Equations involving complex numbers
376,Portugal,357,0,Advanced,Complex Numbers,Complex Numbers,Imaginary part Modulus of a complex number Algebraic form Conjugate number Real part Equations involving complex numbers
376,Portugal,357,0,Advanced,Complex Numbers,Complex Numbers,Imaginary part Modulus of a complex number Algebraic form Conjugate number Real part Equations involving complex numbers
376,Portugal,357,0,Advanced,Complex Numbers,Complex Numbers,Imaginary part Modulus of a complex number Algebraic form Conjugate number Real part Equations involving complex numbers
397,Portugal,357,0,Advanced,Complex Numbers,Complex Numbers,Imaginary part Modulus of a complex number Algebraic form Conjugate number Real part Equations involving complex numbers
397,Portugal,357,0,Advanced,Complex Numbers,Complex Numbers,Imaginary part Modulus of a complex number Algebraic form Conjugate number Real part Equations involving complex numbers
468,Portugal,357,1,Advanced,Complex Numbers,Complex Numbers,Imaginary part Modulus of a complex number Algebraic form Conjugate number Real part Equations involving complex numbers
468,Portugal,357,1,Advanced,Complex Numbers,Complex Numbers,Imaginary part Modulus of a complex number Algebraic form Conjugate number Real part Equations involving complex numbers
468,Portugal,357,1,Advanced,Complex Numbers,Complex Numbers,Imaginary part Modulus of a complex number Algebraic form Conjugate number Real part Equations involving complex numbers
91,Lithuania,358,1,Advanced,Complex Numbers,Complex Numbers,Imaginary part Modulus of a complex number Conjugate number Operations with complex numbers Real part
91,Lithuania,358,1,Advanced,Complex Numbers,Complex Numbers,Imaginary part Modulus of a complex number Conjugate number Operations with complex numbers Real part
376,Portugal,358,0,Advanced,Complex Numbers,Complex Numbers,Imaginary part Modulus of a complex number Conjugate number Operations with complex numbers Real part
376,Portugal,358,0,Advanced,Complex Numbers,Complex Numbers,Imaginary part Modulus of a complex number Conjugate number Operations with complex numbers Real part
376,Portugal,358,0,Advanced,Complex Numbers,Complex Numbers,Imaginary part Modulus of a complex number Conjugate number Operations with complex numbers Real part
91,Lithuania,359,1,Advanced,Complex Numbers,Complex Numbers,Principal argument Trigonometric form Modulus of a complex number Algebraic form
91,Lithuania,359,1,Advanced,Complex Numbers,Complex Numbers,Principal argument Trigonometric form Modulus of a complex number Algebraic form
91,Lithuania,359,1,Advanced,Complex Numbers,Complex Numbers,Principal argument Trigonometric form Modulus of a complex number Algebraic form
426,Portugal,359,1,Advanced,Complex Numbers,Complex Numbers,Principal argument Trigonometric form Modulus of a complex number Algebraic form
426,Portugal,359,1,Advanced,Complex Numbers,Complex Numbers,Principal argument Trigonometric form Modulus of a complex number Algebraic form
91,Lithuania,364,1,Basic,Fundamental Mathematics,Elementary Geometry,Geometric solids Geometrical figures Classification of geometric solids
91,Lithuania,364,1,Basic,Fundamental Mathematics,Elementary Geometry,Geometric solids Geometrical figures Classification of geometric solids
91,Lithuania,364,1,Basic,Fundamental Mathematics,Elementary Geometry,Geometric solids Geometrical figures Classification of geometric solids
625,Russian Federation,366,1,Basic,Fundamental Mathematics,Elementary Geometry,Geometric solids Geometrical figures Classification of geometric solids
625,Russian Federation,366,1,Basic,Fundamental Mathematics,Elementary Geometry,Geometric solids Geometrical figures Classification of geometric solids
625,Russian Federation,366,1,Basic,Fundamental Mathematics,Elementary Geometry,Geometric solids Geometrical figures Classification of geometric solids
91,Lithuania,367,1,Basic,Fundamental Mathematics,Elementary Geometry,Geometrical figures
91,Lithuania,367,1,Basic,Fundamental Mathematics,Elementary Geometry,Geometrical figures
91,Lithuania,367,1,Basic,Fundamental Mathematics,Elementary Geometry,Geometrical figures
524,Portugal,367,1,Basic,Fundamental Mathematics,Elementary Geometry,Geometrical figures
524,Portugal,367,1,Basic,Fundamental Mathematics,Elementary Geometry,Geometrical figures
625,Russian Federation,367,0,Basic,Fundamental Mathematics,Elementary Geometry,Geometrical figures
625,Russian Federation,367,0,Basic,Fundamental Mathematics,Elementary Geometry,Geometrical figures
91,Lithuania,368,1,Basic,Fundamental Mathematics,Elementary Geometry,Platonic solids Regular polygon
91,Lithuania,368,1,Basic,Fundamental Mathematics,Elementary Geometry,Platonic solids Regular polygon
91,Lithuania,368,1,Basic,Fundamental Mathematics,Elementary Geometry,Platonic solids Regular polygon
91,Lithuania,368,1,Basic,Fundamental Mathematics,Elementary Geometry,Platonic solids Regular polygon
524,Portugal,368,0,Basic,Fundamental Mathematics,Elementary Geometry,Platonic solids Regular polygon
524,Portugal,368,0,Basic,Fundamental Mathematics,Elementary Geometry,Platonic solids Regular polygon
91,Lithuania,369,1,Basic,Fundamental Mathematics,Elementary Geometry,Quadrilaterals Geometrical figures Classification of geometrical figures
91,Lithuania,369,1,Basic,Fundamental Mathematics,Elementary Geometry,Quadrilaterals Geometrical figures Classification of geometrical figures
91,Lithuania,369,1,Basic,Fundamental Mathematics,Elementary Geometry,Quadrilaterals Geometrical figures Classification of geometrical figures
91,Lithuania,369,1,Basic,Fundamental Mathematics,Elementary Geometry,Quadrilaterals Geometrical figures Classification of geometrical figures
876,Italy,375,0,Basic,Linear Algebra,Linear Transformations,Range Kernel
876,Italy,375,0,Basic,Linear Algebra,Linear Transformations,Range Kernel
168,Portugal,375,1,Basic,Linear Algebra,Linear Transformations,Range Kernel
168,Portugal,375,1,Basic,Linear Algebra,Linear Transformations,Range Kernel
168,Portugal,375,1,Basic,Linear Algebra,Linear Transformations,Range Kernel
168,Portugal,375,1,Basic,Linear Algebra,Linear Transformations,Range Kernel
168,Portugal,375,1,Basic,Linear Algebra,Linear Transformations,Range Kernel
168,Portugal,375,1,Basic,Linear Algebra,Linear Transformations,Range Kernel
972,Portugal,375,0,Basic,Linear Algebra,Linear Transformations,Range Kernel
972,Portugal,375,0,Basic,Linear Algebra,Linear Transformations,Range Kernel
1517,Portugal,375,1,Basic,Linear Algebra,Linear Transformations,Range Kernel
1517,Portugal,375,1,Basic,Linear Algebra,Linear Transformations,Range Kernel
898,Portugal,375,0,Basic,Linear Algebra,Linear Transformations,Range Kernel
898,Portugal,375,0,Basic,Linear Algebra,Linear Transformations,Range Kernel
1146,Portugal,375,0,Basic,Linear Algebra,Linear Transformations,Range Kernel
1146,Portugal,375,0,Basic,Linear Algebra,Linear Transformations,Range Kernel
890,Portugal,375,0,Basic,Linear Algebra,Linear Transformations,Range Kernel
890,Portugal,375,0,Basic,Linear Algebra,Linear Transformations,Range Kernel
1087,Portugal,375,1,Basic,Linear Algebra,Linear Transformations,Range Kernel
1087,Portugal,375,1,Basic,Linear Algebra,Linear Transformations,Range Kernel
966,Portugal,375,0,Basic,Linear Algebra,Linear Transformations,Range Kernel
966,Portugal,375,0,Basic,Linear Algebra,Linear Transformations,Range Kernel
966,Portugal,375,0,Basic,Linear Algebra,Linear Transformations,Range Kernel
468,Portugal,375,1,Basic,Linear Algebra,Linear Transformations,Range Kernel
468,Portugal,375,1,Basic,Linear Algebra,Linear Transformations,Range Kernel
1220,Slovenia,375,0,Basic,Linear Algebra,Linear Transformations,Range Kernel
1220,Slovenia,375,1,Basic,Linear Algebra,Linear Transformations,Range Kernel
1220,Slovenia,375,1,Basic,Linear Algebra,Linear Transformations,Range Kernel
1220,Slovenia,375,1,Basic,Linear Algebra,Linear Transformations,Range Kernel
1220,Slovenia,375,0,Basic,Linear Algebra,Linear Transformations,Range Kernel
1220,Slovenia,375,1,Basic,Linear Algebra,Linear Transformations,Range Kernel
1220,Slovenia,375,1,Basic,Linear Algebra,Linear Transformations,Range Kernel
1220,Slovenia,375,0,Basic,Linear Algebra,Linear Transformations,Range Kernel
1220,Slovenia,375,1,Basic,Linear Algebra,Linear Transformations,Range Kernel
1220,Slovenia,375,0,Basic,Linear Algebra,Linear Transformations,Range Kernel
1220,Slovenia,375,0,Basic,Linear Algebra,Linear Transformations,Range Kernel
884,Italy,375,0,Basic,Linear Algebra,Linear Transformations,Range Kernel
884,Italy,375,0,Basic,Linear Algebra,Linear Transformations,Range Kernel
168,Portugal,376,0,Basic,Linear Algebra,Linear Transformations,Matrix of a linear transformation
168,Portugal,376,0,Basic,Linear Algebra,Linear Transformations,Matrix of a linear transformation
1219,Portugal,376,0,Basic,Linear Algebra,Linear Transformations,Matrix of a linear transformation
1219,Portugal,376,0,Basic,Linear Algebra,Linear Transformations,Matrix of a linear transformation
890,Portugal,376,0,Basic,Linear Algebra,Linear Transformations,Matrix of a linear transformation
890,Portugal,376,0,Basic,Linear Algebra,Linear Transformations,Matrix of a linear transformation
966,Portugal,376,0,Basic,Linear Algebra,Linear Transformations,Matrix of a linear transformation
966,Portugal,376,0,Basic,Linear Algebra,Linear Transformations,Matrix of a linear transformation
1220,Slovenia,376,1,Basic,Linear Algebra,Linear Transformations,Matrix of a linear transformation
1220,Slovenia,376,1,Basic,Linear Algebra,Linear Transformations,Matrix of a linear transformation
1220,Slovenia,376,1,Basic,Linear Algebra,Linear Transformations,Matrix of a linear transformation
1220,Slovenia,376,0,Basic,Linear Algebra,Linear Transformations,Matrix of a linear transformation
1220,Slovenia,376,1,Basic,Linear Algebra,Linear Transformations,Matrix of a linear transformation
1220,Slovenia,376,1,Basic,Linear Algebra,Linear Transformations,Matrix of a linear transformation
1220,Slovenia,376,1,Basic,Linear Algebra,Linear Transformations,Matrix of a linear transformation
1220,Slovenia,376,1,Basic,Linear Algebra,Linear Transformations,Matrix of a linear transformation
1220,Slovenia,376,1,Basic,Linear Algebra,Linear Transformations,Matrix of a linear transformation
1220,Slovenia,376,0,Basic,Linear Algebra,Linear Transformations,Matrix of a linear transformation
1220,Slovenia,376,1,Basic,Linear Algebra,Linear Transformations,Matrix of a linear transformation
1220,Slovenia,376,0,Basic,Linear Algebra,Linear Transformations,Matrix of a linear transformation
1220,Slovenia,376,1,Basic,Linear Algebra,Linear Transformations,Matrix of a linear transformation
1220,Slovenia,376,1,Basic,Linear Algebra,Linear Transformations,Matrix of a linear transformation
1220,Slovenia,376,0,Basic,Linear Algebra,Linear Transformations,Matrix of a linear transformation
1220,Slovenia,376,1,Basic,Linear Algebra,Linear Transformations,Matrix of a linear transformation
1220,Slovenia,376,1,Basic,Linear Algebra,Linear Transformations,Matrix of a linear transformation
884,Italy,376,0,Basic,Linear Algebra,Linear Transformations,Matrix of a linear transformation
884,Italy,376,0,Basic,Linear Algebra,Linear Transformations,Matrix of a linear transformation
851,Italy,376,0,Basic,Linear Algebra,Linear Transformations,Matrix of a linear transformation
851,Italy,376,0,Basic,Linear Algebra,Linear Transformations,Matrix of a linear transformation
634,Italy,376,0,Basic,Linear Algebra,Linear Transformations,Matrix of a linear transformation
634,Italy,376,0,Basic,Linear Algebra,Linear Transformations,Matrix of a linear transformation
634,Italy,376,0,Basic,Linear Algebra,Linear Transformations,Matrix of a linear transformation
168,Portugal,377,0,Basic,Linear Algebra,Linear Transformations,Range Kernel Matrix of a linear transformation
168,Portugal,377,0,Basic,Linear Algebra,Linear Transformations,Range Kernel Matrix of a linear transformation
972,Portugal,377,0,Basic,Linear Algebra,Linear Transformations,Range Kernel Matrix of a linear transformation
972,Portugal,377,0,Basic,Linear Algebra,Linear Transformations,Range Kernel Matrix of a linear transformation
972,Portugal,377,0,Basic,Linear Algebra,Linear Transformations,Range Kernel Matrix of a linear transformation
1087,Portugal,377,1,Basic,Linear Algebra,Linear Transformations,Range Kernel Matrix of a linear transformation
1087,Portugal,377,1,Basic,Linear Algebra,Linear Transformations,Range Kernel Matrix of a linear transformation
1087,Portugal,377,1,Basic,Linear Algebra,Linear Transformations,Range Kernel Matrix of a linear transformation
966,Portugal,377,1,Basic,Linear Algebra,Linear Transformations,Range Kernel Matrix of a linear transformation
966,Portugal,377,1,Basic,Linear Algebra,Linear Transformations,Range Kernel Matrix of a linear transformation
1173,Portugal,377,0,Basic,Linear Algebra,Linear Transformations,Range Kernel Matrix of a linear transformation
1173,Portugal,377,0,Basic,Linear Algebra,Linear Transformations,Range Kernel Matrix of a linear transformation
1220,Slovenia,377,0,Basic,Linear Algebra,Linear Transformations,Range Kernel Matrix of a linear transformation
1220,Slovenia,377,1,Basic,Linear Algebra,Linear Transformations,Range Kernel Matrix of a linear transformation
1220,Slovenia,377,1,Basic,Linear Algebra,Linear Transformations,Range Kernel Matrix of a linear transformation
1220,Slovenia,377,1,Basic,Linear Algebra,Linear Transformations,Range Kernel Matrix of a linear transformation
1220,Slovenia,377,1,Basic,Linear Algebra,Linear Transformations,Range Kernel Matrix of a linear transformation
1220,Slovenia,377,1,Basic,Linear Algebra,Linear Transformations,Range Kernel Matrix of a linear transformation
1220,Slovenia,377,0,Basic,Linear Algebra,Linear Transformations,Range Kernel Matrix of a linear transformation
1220,Slovenia,377,1,Basic,Linear Algebra,Linear Transformations,Range Kernel Matrix of a linear transformation
884,Italy,377,1,Basic,Linear Algebra,Linear Transformations,Range Kernel Matrix of a linear transformation
884,Italy,377,1,Basic,Linear Algebra,Linear Transformations,Range Kernel Matrix of a linear transformation
884,Italy,377,0,Basic,Linear Algebra,Linear Transformations,Range Kernel Matrix of a linear transformation
884,Italy,377,0,Basic,Linear Algebra,Linear Transformations,Range Kernel Matrix of a linear transformation
884,Italy,377,0,Basic,Linear Algebra,Linear Transformations,Range Kernel Matrix of a linear transformation
840,Italy,377,1,Basic,Linear Algebra,Linear Transformations,Range Kernel Matrix of a linear transformation
840,Italy,377,1,Basic,Linear Algebra,Linear Transformations,Range Kernel Matrix of a linear transformation
1076,Portugal,378,0,Basic,Linear Algebra,Linear Transformations,Invertible linear operator Isomorphism Injective linear application
1076,Portugal,378,0,Basic,Linear Algebra,Linear Transformations,Invertible linear operator Isomorphism Injective linear application
168,Portugal,378,1,Basic,Linear Algebra,Linear Transformations,Invertible linear operator Isomorphism Injective linear application
168,Portugal,378,0,Basic,Linear Algebra,Linear Transformations,Invertible linear operator Isomorphism Injective linear application
168,Portugal,378,1,Basic,Linear Algebra,Linear Transformations,Invertible linear operator Isomorphism Injective linear application
168,Portugal,378,0,Basic,Linear Algebra,Linear Transformations,Invertible linear operator Isomorphism Injective linear application
972,Portugal,378,0,Basic,Linear Algebra,Linear Transformations,Invertible linear operator Isomorphism Injective linear application
972,Portugal,378,0,Basic,Linear Algebra,Linear Transformations,Invertible linear operator Isomorphism Injective linear application
1146,Portugal,378,0,Basic,Linear Algebra,Linear Transformations,Invertible linear operator Isomorphism Injective linear application
890,Portugal,378,0,Basic,Linear Algebra,Linear Transformations,Invertible linear operator Isomorphism Injective linear application
1146,Portugal,378,0,Basic,Linear Algebra,Linear Transformations,Invertible linear operator Isomorphism Injective linear application
966,Portugal,378,0,Basic,Linear Algebra,Linear Transformations,Invertible linear operator Isomorphism Injective linear application
966,Portugal,378,0,Basic,Linear Algebra,Linear Transformations,Invertible linear operator Isomorphism Injective linear application
966,Portugal,378,0,Basic,Linear Algebra,Linear Transformations,Invertible linear operator Isomorphism Injective linear application
966,Portugal,378,0,Basic,Linear Algebra,Linear Transformations,Invertible linear operator Isomorphism Injective linear application
890,Portugal,378,0,Basic,Linear Algebra,Linear Transformations,Invertible linear operator Isomorphism Injective linear application
899,Lithuania,378,0,Basic,Linear Algebra,Linear Transformations,Invertible linear operator Isomorphism Injective linear application
899,Lithuania,378,0,Basic,Linear Algebra,Linear Transformations,Invertible linear operator Isomorphism Injective linear application
1220,Slovenia,378,1,Basic,Linear Algebra,Linear Transformations,Invertible linear operator Isomorphism Injective linear application
1220,Slovenia,378,1,Basic,Linear Algebra,Linear Transformations,Invertible linear operator Isomorphism Injective linear application
1220,Slovenia,378,1,Basic,Linear Algebra,Linear Transformations,Invertible linear operator Isomorphism Injective linear application
1220,Slovenia,378,1,Basic,Linear Algebra,Linear Transformations,Invertible linear operator Isomorphism Injective linear application
1220,Slovenia,378,1,Basic,Linear Algebra,Linear Transformations,Invertible linear operator Isomorphism Injective linear application
1220,Slovenia,378,1,Basic,Linear Algebra,Linear Transformations,Invertible linear operator Isomorphism Injective linear application
1220,Slovenia,378,1,Basic,Linear Algebra,Linear Transformations,Invertible linear operator Isomorphism Injective linear application
1220,Slovenia,378,1,Basic,Linear Algebra,Linear Transformations,Invertible linear operator Isomorphism Injective linear application
1220,Slovenia,378,0,Basic,Linear Algebra,Linear Transformations,Invertible linear operator Isomorphism Injective linear application
1220,Slovenia,378,1,Basic,Linear Algebra,Linear Transformations,Invertible linear operator Isomorphism Injective linear application
1220,Slovenia,378,1,Basic,Linear Algebra,Linear Transformations,Invertible linear operator Isomorphism Injective linear application
1220,Slovenia,378,1,Basic,Linear Algebra,Linear Transformations,Invertible linear operator Isomorphism Injective linear application
1220,Slovenia,378,1,Basic,Linear Algebra,Linear Transformations,Invertible linear operator Isomorphism Injective linear application
1220,Slovenia,378,1,Basic,Linear Algebra,Linear Transformations,Invertible linear operator Isomorphism Injective linear application
1220,Slovenia,378,0,Basic,Linear Algebra,Linear Transformations,Invertible linear operator Isomorphism Injective linear application
1220,Slovenia,378,1,Basic,Linear Algebra,Linear Transformations,Invertible linear operator Isomorphism Injective linear application
1220,Slovenia,378,0,Basic,Linear Algebra,Linear Transformations,Invertible linear operator Isomorphism Injective linear application
884,Italy,378,1,Basic,Linear Algebra,Linear Transformations,Invertible linear operator Isomorphism Injective linear application
884,Italy,378,1,Basic,Linear Algebra,Linear Transformations,Invertible linear operator Isomorphism Injective linear application
851,Italy,378,0,Basic,Linear Algebra,Linear Transformations,Invertible linear operator Isomorphism Injective linear application
851,Italy,378,0,Basic,Linear Algebra,Linear Transformations,Invertible linear operator Isomorphism Injective linear application
851,Italy,378,0,Basic,Linear Algebra,Linear Transformations,Invertible linear operator Isomorphism Injective linear application
840,Italy,378,1,Basic,Linear Algebra,Linear Transformations,Invertible linear operator Isomorphism Injective linear application
840,Italy,378,1,Basic,Linear Algebra,Linear Transformations,Invertible linear operator Isomorphism Injective linear application
876,Italy,379,1,Basic,Linear Algebra,Linear Transformations,Invertible linear operator Isomorphism Injective linear application
